,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Establishment_Year,Item_Outlet_Sales,Item_Type_Baking Goods,Item_Type_Breads,Item_Type_Breakfast,Item_Type_Canned,Item_Type_Dairy,Item_Type_Frozen Foods,Item_Type_Fruits and Vegetables,Item_Type_Hard Drinks,Item_Type_Health and Hygiene,Item_Type_Household,Item_Type_Meat,Item_Type_Others,Item_Type_Seafood,Item_Type_Snack Foods,Item_Type_Soft Drinks,Item_Type_Starchy Foods,Outlet_Identifier_OUT010,Outlet_Identifier_OUT013,Outlet_Identifier_OUT017,Outlet_Identifier_OUT018,Outlet_Identifier_OUT019,Outlet_Identifier_OUT027,Outlet_Identifier_OUT035,Outlet_Identifier_OUT045,Outlet_Identifier_OUT046,Outlet_Identifier_OUT049,Outlet_Size_High,Outlet_Size_Medium,Outlet_Size_Small,Outlet_Size_Unknown,Outlet_Location_Type_Tier 1,Outlet_Location_Type_Tier 2,Outlet_Location_Type_Tier 3,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,Forecasted_Sales,Deviation,Inventory_Status
97,FDB56,8.75,1,0.07461309,187.4556,2004,3755.112,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3213.9324521972358,541.1795478027643,Excess Stock
98,NCP18,12.857645184135976,0,0.028459761,149.9708,1985,4363.6532,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,3845.8551217209824,517.7980782790173,Excess Stock
99,FDB56,8.75,1,0.074627201,187.8556,1997,1314.2892,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,3089.4353288450557,-1775.1461288450557,Out of Stock
100,FDT28,13.3,0,0.063695084,151.0708,2002,1805.6496,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,2301.6636484256787,-496.01404842567877,Out of Stock
101,FDD10,12.857645184135976,1,0.045797829,178.5344,1985,2854.9504,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,4337.366752868453,-1482.4163528684526,Out of Stock
102,FDW57,8.31,1,0.115857223,179.1028,1999,3896.2616,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,2999.974363654058,896.2872363459419,Excess Stock
103,DRB48,16.75,1,0.024832806,38.7822,1987,667.7974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,756.9950673165837,-89.19766731658365,Out of Stock
104,FDP09,19.75,0,0.034027909,212.0902,2009,3185.853,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3089.8763450286833,95.97665497131675,Excess Stock
105,FDH14,17.1,1,0.0467696,141.1838,1987,2247.7408,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2423.088853551016,-175.34805355101616,Out of Stock
106,FDA47,10.5,1,0.116576702,163.121,1987,1794.331,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2717.063391864384,-922.732391864384,Out of Stock
107,FDG12,6.635,1,0.0,121.3098,2002,2530.7058,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1977.2779515696707,553.4278484303295,Excess Stock
108,DRE60,12.857645184135976,0,0.278974075,225.372,1985,679.116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1524.740893988761,-845.624893988761,Out of Stock
109,DRK49,14.15,0,0.035913805,41.4138,1987,812.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,720.8017433960459,91.47425660395402,Excess Stock
110,FDD03,13.3,0,0.079806266,232.53,1997,699.09,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,3562.1934491472502,-2863.10344914725,Out of Stock
111,FDS52,8.89,0,0.005505481,102.4016,2007,2732.4432,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1727.593991522223,1004.8492084777772,Excess Stock
112,FDW39,12.857645184135976,1,0.064625342,176.937,1985,176.437,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,959.2172436122119,-782.7802436122118,Out of Stock
113,FDX34,12.857645184135976,0,0.071636937,121.7098,1985,4097.3332,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,3349.282873382732,748.0503266172682,Excess Stock
114,FDV11,9.1,1,0.0,173.2054,2002,3151.8972,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,2778.839037255362,373.0581627446377,Excess Stock
115,FDD17,7.5,0,0.032677678,239.0906,1999,5942.265,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,3900.443183516968,2041.8218164830323,Excess Stock
116,FDZ16,16.85,1,0.160760054,192.4478,2007,4843.695,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,3135.115549550438,1708.5794504495616,Excess Stock
117,FDZ46,7.485,0,0.06911065,109.0228,2004,2542.0244,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1846.394111720217,695.6302882797827,Excess Stock
118,DRA12,11.6,0,0.041177505,140.3154,2007,2552.6772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2299.7889602135997,252.8882397864004,Excess Stock
119,FDY58,11.65,0,0.040081193,227.0694,2009,1141.847,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3336.510633404604,-2194.6636334046043,Out of Stock
120,NCF19,13.0,0,0.035307322,47.5034,2007,680.4476,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,881.0569697874494,-200.6093697874494,Out of Stock
121,DRJ13,12.65,0,0.063017847,159.0578,2002,2085.9514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,2424.6955065556967,-338.7441065556968,Out of Stock
122,FDB14,20.25,1,0.171938781,92.512,1998,186.424,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,-414.0902341519783,600.5142341519783,Excess Stock
123,FDJ38,8.6,1,0.040197932,190.153,2004,3036.048,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3256.723485492402,-220.675485492402,Out of Stock
124,FDW11,12.6,0,0.049058014,62.7194,2007,866.8716,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1083.254626674087,-216.38302667408698,Out of Stock
125,FDL40,17.7,0,0.01161096,95.041,2004,868.869,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1622.688405658782,-753.8194056587819,Out of Stock
126,DRI49,14.15,0,0.183507295,82.4276,1997,1137.1864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1204.9457322940239,-67.7593322940238,Out of Stock
127,FDV38,19.25,0,0.102349519,52.7956,2007,928.1252,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,801.2222729352179,126.90292706478203,Excess Stock
128,DRG23,8.88,0,0.086708987,151.7682,1987,762.341,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2499.776093922315,-1737.435093922315,Out of Stock
129,NCP30,20.5,0,0.032835147,40.2822,2002,707.0796,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,597.6617748782119,109.41782512178816,Excess Stock
130,FDY25,12.857645184135976,0,0.033809913,180.5976,1985,7968.2944,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,4338.025562589734,3630.2688374102654,Excess Stock
131,NCH54,13.5,0,0.07266912,160.292,1997,1438.128,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,2542.3422905746047,-1104.2142905746048,Out of Stock
132,NCR53,12.857645184135976,0,0.144338493,224.4404,1985,6976.2524,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,4982.3680971504955,1993.8843028495048,Excess Stock
133,FDS52,8.89,0,0.009163216,101.7016,1998,101.2016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,-297.21628536537685,398.41788536537683,Excess Stock
134,FDG02,7.855,0,0.011307038,188.5188,2009,952.094,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2785.879322033954,-1833.785322033954,Out of Stock
135,NCO26,7.235,0,0.076855628,116.0492,1997,1969.4364,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1850.5640766592824,118.87232334071768,Excess Stock
136,FDH35,12.857645184135976,0,0.059956876,165.4526,1985,5262.4832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,4087.061034304851,1175.4221656951486,Excess Stock
137,FDB51,6.92,0,0.038532062,60.5852,2002,1314.2892,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,818.3200142357096,495.9691857642904,Excess Stock
138,FDX44,9.3,0,0.043209581,90.8172,2007,535.3032,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1596.2312850691528,-1060.928085069153,Out of Stock
139,NCN07,18.5,0,0.056816465,132.1284,1998,263.6568,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,167.37179570715352,96.28500429284645,Excess Stock
140,NCC31,8.02,0,0.019866705,154.5972,2004,1402.1748,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2619.0074251022734,-1216.8326251022734,Out of Stock
141,NCX54,9.195,0,0.048331717,105.1622,2007,1693.7952,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1792.1430720389626,-98.34787203896258,Out of Stock
142,NCO55,12.8,0,0.091221855,105.5938,2002,2143.876,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1592.4645864838526,551.4114135161476,Excess Stock
143,NCC30,16.6,0,0.027622076,177.6344,1999,2676.516,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,2960.2084286054424,-283.6924286054423,Out of Stock
144,FDI16,14.0,1,0.0,53.064,2004,905.488,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1047.0275050258956,-141.53950502589555,Out of Stock
145,FDP16,18.6,0,0.039355947,246.3802,1999,7370.406,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,3994.6088494209607,3375.797150579039,Excess Stock
146,FDB11,16.0,0,0.060836524,226.8404,2004,6301.1312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3740.1830136276203,2560.9481863723795,Excess Stock
147,NCB06,17.6,0,0.082316506,160.692,2004,1597.92,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2686.59384470021,-1088.6738447002099,Out of Stock
148,FDA45,21.25,0,0.155350299,178.237,2004,529.311,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2874.5543800486603,-2345.24338004866,Out of Stock
149,NCO26,7.235,0,0.076841095,117.5492,2004,1969.4364,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2005.1053385018554,-35.66893850185534,Out of Stock
150,DRJ25,14.6,0,0.151419185,50.3692,2007,1034.6532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,815.9876385876332,218.66556141236674,Excess Stock
151,FDR28,13.85,1,0.026001976,161.521,2009,1794.331,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2364.0480245863178,-569.7170245863178,Out of Stock
152,FDI04,13.65,1,0.073209447,197.6426,2009,2768.3964,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2911.2432132557037,-142.84681325570364,Out of Stock
153,DRK12,12.857645184135976,0,0.041683481,31.29,1985,898.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1914.3251275702255,-1015.4951275702255,Out of Stock
154,FDX20,7.365,0,0.042560252,226.172,1997,3169.208,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,3637.7871801412284,-468.57918014122833,Out of Stock
155,NCI18,18.35,0,0.014081156,223.5746,2009,3589.9936,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3311.4376048281038,278.55599517189603,Excess Stock
156,FDB36,5.465,1,0.0,132.5626,2009,262.3252,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1959.4492909314554,-1697.1240909314554,Out of Stock
157,FDN13,18.6,0,0.152918384,99.8358,2007,1910.1802,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1651.6036817033528,258.57651829664724,Excess Stock
158,DRD24,13.85,0,0.030969274,140.9154,2007,1701.7848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2310.950408670859,-609.165608670859,Out of Stock
159,FDQ28,14.0,1,0.060376776,154.5656,1987,2471.4496,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2578.557512777637,-107.10791277763701,Out of Stock
160,FDM22,14.0,1,0.04192285,54.764,1987,1331.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1025.8927088535552,305.70729114644473,Excess Stock
161,FDR07,12.857645184135976,0,0.077367431,97.0094,1985,1808.9786,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,3011.6743139934806,-1202.6957139934807,Out of Stock
162,FDV25,5.905,0,0.045838211,222.5456,2009,3315.684,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3309.2600878202115,6.423912179788658,Excess Stock
163,DRF49,7.27,0,0.071077939,114.2518,1997,2618.5914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1776.9882950461197,841.6031049538801,Excess Stock
164,FDW51,6.155,1,0.094659871,214.556,1997,2769.728,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,3442.720778424632,-672.992778424632,Out of Stock
165,DRL01,19.5,1,0.077608838,233.4958,2007,5375.0034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,3818.1278110195544,1556.8755889804452,Excess Stock
166,FDP25,15.2,0,0.021327477,216.8824,2007,2838.9712,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,3573.7077986443874,-734.7365986443874,Out of Stock
167,FDL50,12.15,1,0.042485444,125.0046,2009,1743.0644,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1834.9114414864453,-91.84704148644528,Out of Stock
168,NCB30,12.857645184135976,0,0.025578526,198.8084,1985,5555.4352,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,4619.587134756145,935.8480652438548,Excess Stock
169,FDW11,12.6,0,0.0489808,61.9194,2009,619.194,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,714.4713139321725,-95.27731393217255,Out of Stock
170,NCM43,14.5,0,0.019471688,164.821,2004,2120.573,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2750.420482213961,-629.847482213961,Out of Stock
171,FDK44,16.6,0,0.122918852,173.0738,2007,3823.0236,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2844.275315820394,978.7482841796059,Excess Stock
172,FDM15,11.8,1,0.057373797,151.4366,1987,1360.2294,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2543.268043449353,-1183.0386434493532,Out of Stock
173,FDS31,13.1,1,0.044155597,178.8318,1987,3969.4996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,3043.927359839854,925.5722401601461,Excess Stock
174,FDI32,17.7,0,0.291865402,115.1834,1998,345.5502,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,-171.69308685606995,517.24328685607,Excess Stock
175,FDR47,17.85,0,0.0,196.5794,1998,585.2382,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1204.9661761205348,-619.7279761205348,Out of Stock
176,FDB35,12.3,1,0.064750025,92.6804,2002,1010.6844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1511.685425594188,-501.00102559418804,Out of Stock
177,NCU05,11.8,0,0.098312421,81.4618,1998,161.1236,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,-605.7504280821381,766.8740280821381,Excess Stock
178,DRY23,12.857645184135976,1,0.191013663,42.1112,1985,42.6112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,-1251.5715032401204,1294.1827032401204,Excess Stock
179,FDO24,11.1,0,0.176573035,157.4604,2002,3010.7476,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,2374.6799008980115,636.0676991019886,Excess Stock
180,FDQ28,12.857645184135976,1,0.060134441,153.0656,1985,6024.1584,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,3911.3013730265193,2112.857026973481,Excess Stock
181,FDV39,11.3,0,0.007294652,198.1426,2002,988.713,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,3087.345896734674,-2098.6328967346744,Out of Stock
182,NCO17,12.857645184135976,0,0.128478462,117.944,1985,239.688,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,-29.834739417742185,269.5227394177422,Excess Stock
183,FDU50,5.75,1,0.075107656,112.8176,1987,1374.2112,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1848.322823157027,-474.111623157027,Out of Stock
184,FDT12,12.857645184135976,1,0.049381406,226.8062,1985,4739.8302,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,5109.4470412901155,-369.6168412901152,Out of Stock
185,FDK58,11.35,1,0.045165796,100.0016,2009,1012.016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1401.3393852465292,-389.32338524652926,Out of Stock
186,FDO08,12.857645184135976,1,0.09415375,165.7526,1985,657.8104,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,829.8989479342915,-172.08854793429157,Out of Stock
187,NCW29,14.0,0,0.028907832,130.431,1999,778.986,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,2235.878245181768,-1456.892245181768,Out of Stock
188,FDE04,19.75,1,0.018059621,179.766,2002,2336.958,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,2844.874270913275,-507.91627091327473,Out of Stock
189,NCB19,6.525,0,0.090436094,85.0882,1999,2233.0932,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1480.514103215517,752.5790967844828,Excess Stock
190,FDV15,10.3,0,0.146399712,103.9648,1999,1661.8368,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1709.903564636787,-48.06676463678696,Out of Stock
191,FDL58,5.78,1,0.074264356,264.7568,1999,4745.8224,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,4379.821275372202,366.00112462779816,Excess Stock
192,FDA08,11.85,1,0.050186726,164.1526,2002,3124.5994,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,2665.8976296101246,458.7017703898755,Excess Stock
193,FDT43,16.35,0,0.020631654,50.1324,2009,467.3916,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,597.1285837600008,-129.73698376000078,Out of Stock
194,NCX06,12.857645184135976,0,0.01561108,182.5976,1985,5070.7328,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,4368.382950635851,702.3498493641491,Excess Stock
195,FDT20,10.5,0,0.041395445,37.6164,1997,540.6296,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,651.8453545139778,-111.2157545139778,Out of Stock
196,FDB41,19.0,1,0.097313129,48.0718,1997,992.7078,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,779.226041672011,213.48175832798904,Excess Stock
197,NCN55,14.6,0,0.059582996,238.8538,1999,6008.845,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,3894.834281298462,2114.0107187015383,Excess Stock
198,FDE40,12.857645184135976,1,0.098663652,62.9194,1985,2105.2596,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2390.3871906417226,-285.1275906417227,Out of Stock
